position,publicwww_rank,domain,typeform_indexed_match,indexed_typeform_urls,typeform_form_urls,publicwww_email_candidate_count,publicwww_email_query_rows,live_typeform_urls,combined_typeform_urls,scan_mode,homepage_url,robots_status,http_status,pages_checked,live_email_candidates,publicwww_email_candidates,combined_email_candidates,email_visibility,corporate_status,corporate_exclusion_reason,site_contact_candidate_emails,parent_company_emails,legal_emails,third_party_emails,unverified_emails,verification_eligible_emails,verification_exclusion_reason,scan_notes,email_verification,valid_emails,invalid_emails,risky_emails,unknown_emails,verification_summary
32657,>30M,simonspadel.dk,yes,,,0,0,https://form.typeform.com/to/jaxRdtKA,https://form.typeform.com/to/jaxRdtKA,homepage_fallback,https://simonspadel.dk/,fallback_not_checked,200,0,info@simonspadel.dk,,info@simonspadel.dk,showing_email_candidates,not_flagged,,info@simonspadel.dk,,,,,info@simonspadel.dk,,homepage_only_fallback,info@simonspadel.dk=unknown (rate_limited),,,,info@simonspadel.dk,valid=0; invalid=0; risky=0; unknown=1
32674,>30M,velanis-pflege.de,yes,,,0,0,https://form.typeform.com/to/Av4jNYHj ; https://form.typeform.com/to/Rdo2sGTN ; https://form.typeform.com/to/ZcoMv06h,https://form.typeform.com/to/Av4jNYHj ; https://form.typeform.com/to/Rdo2sGTN ; https://form.typeform.com/to/ZcoMv06h,homepage_fallback,https://www.velanis-pflege.de/,fallback_not_checked,200,0,info@velanis-pflege.de,,info@velanis-pflege.de,showing_email_candidates,not_flagged,,info@velanis-pflege.de,,,,,info@velanis-pflege.de,,homepage_only_fallback,info@velanis-pflege.de=unknown (rate_limited),,,,info@velanis-pflege.de,valid=0; invalid=0; risky=0; unknown=1
32760,>30M,meameet2025.com,yes,,,0,0,https://form.typeform.com/to/xGrQMhLE,https://form.typeform.com/to/xGrQMhLE,homepage_fallback,https://www.meameet2025.com/,fallback_not_checked,200,0,info@meameet2025.com,,info@meameet2025.com,showing_email_candidates,not_flagged,,info@meameet2025.com,,,,,info@meameet2025.com,,homepage_only_fallback,info@meameet2025.com=unknown (rate_limited),,,,info@meameet2025.com,valid=0; invalid=0; risky=0; unknown=1
32788,>30M,omurgakurumsal.com,yes,,,0,0,https://form.typeform.com/to/Yr16Nj1W,https://form.typeform.com/to/Yr16Nj1W,homepage_fallback,https://omurgakurumsal.com/,fallback_not_checked,200,0,bilgi@omurgakurumsal.com ; info@omurgakurumsal.com,,bilgi@omurgakurumsal.com ; info@omurgakurumsal.com,showing_email_candidates,not_flagged,,info@omurgakurumsal.com,,,,bilgi@omurgakurumsal.com,info@omurgakurumsal.com,,homepage_only_fallback,info@omurgakurumsal.com=unknown (rate_limited),,,,info@omurgakurumsal.com,valid=0; invalid=0; risky=0; unknown=1
32805,>30M,hallglobalmedical.com,yes,,,0,0,https://form.typeform.com/to/ZCfGpUz3,https://form.typeform.com/to/ZCfGpUz3,homepage_fallback,https://www.hallglobalmedical.com/,fallback_not_checked,200,0,info@hallglobalmedical.com,,info@hallglobalmedical.com,showing_email_candidates,not_flagged,,info@hallglobalmedical.com,,,,,info@hallglobalmedical.com,,homepage_only_fallback,info@hallglobalmedical.com=unknown (rate_limited),,,,info@hallglobalmedical.com,valid=0; invalid=0; risky=0; unknown=1
32819,>30M,martinkarasek.com,no,,,0,0,,,homepage_fallback,https://martinkarasek.com/,fallback_not_checked,200,0,hello@martinkarasek.com,,hello@martinkarasek.com,showing_email_candidates,not_flagged,,hello@martinkarasek.com,,,,,hello@martinkarasek.com,,homepage_only_fallback,hello@martinkarasek.com=invalid (disposable),,hello@martinkarasek.com,,,valid=0; invalid=1; risky=0; unknown=0
32831,>30M,ijgbsocials.com,no,,,0,0,,,homepage_fallback,https://ijgbsocials.com/,fallback_not_checked,200,0,info@ijgbsocials.com,,info@ijgbsocials.com,showing_email_candidates,not_flagged,,info@ijgbsocials.com,,,,,info@ijgbsocials.com,,homepage_only_fallback,info@ijgbsocials.com=unknown (rate_limited),,,,info@ijgbsocials.com,valid=0; invalid=0; risky=0; unknown=1
32862,>30M,nextstepcolumbus.com,no,,,0,0,,,homepage_fallback,https://nextstepcolumbus.com/,fallback_not_checked,200,0,info@nextstepcolumbus.com,,info@nextstepcolumbus.com,showing_email_candidates,not_flagged,,info@nextstepcolumbus.com,,,,,info@nextstepcolumbus.com,,homepage_only_fallback,info@nextstepcolumbus.com=unknown (rate_limited),,,,info@nextstepcolumbus.com,valid=0; invalid=0; risky=0; unknown=1
32911,>30M,ironmindsports.com,yes,,,0,0,,,homepage_fallback,https://ironmindsports.com/,fallback_not_checked,200,0,info@ironmindsports.com,,info@ironmindsports.com,showing_email_candidates,not_flagged,,info@ironmindsports.com,,,,,info@ironmindsports.com,,homepage_only_fallback,info@ironmindsports.com=unknown (rate_limited),,,,info@ironmindsports.com,valid=0; invalid=0; risky=0; unknown=1
32912,>30M,litero-ai.com,no,,,0,0,,,homepage_fallback,https://litero-ai.com/,fallback_not_checked,200,0,amir_rafe@2x.png ; daniel_miller@2x.png ; david_brown@2x.png ; dr._diana_m._mattern@2x.png ; ethan_mitchell@2x.png ; grant@2x.png ; maria_robles@2x.png ; mason_wilson@2x.png ; mia_davis@2x.png ; nisha_reddy@2x.png ; support@litero-ai.com ; vikky_singh@2x.png,,amir_rafe@2x.png ; daniel_miller@2x.png ; david_brown@2x.png ; dr._diana_m._mattern@2x.png ; ethan_mitchell@2x.png ; grant@2x.png ; maria_robles@2x.png ; mason_wilson@2x.png ; mia_davis@2x.png ; nisha_reddy@2x.png ; support@litero-ai.com ; vikky_singh@2x.png,showing_email_candidates,not_flagged,,support@litero-ai.com,,,,amir_rafe@2x.png ; daniel_miller@2x.png ; david_brown@2x.png ; dr._diana_m._mattern@2x.png ; ethan_mitchell@2x.png ; grant@2x.png ; maria_robles@2x.png ; mason_wilson@2x.png ; mia_davis@2x.png ; nisha_reddy@2x.png ; vikky_singh@2x.png,support@litero-ai.com,,homepage_only_fallback,support@litero-ai.com=unknown (rate_limited),,,,support@litero-ai.com,valid=0; invalid=0; risky=0; unknown=1
32950,>30M,aziyon.com,yes,,,0,0,https://embed.typeform.com/ ; https://form.typeform.com/to/OfDKwhnR,https://embed.typeform.com/ ; https://form.typeform.com/to/OfDKwhnR,homepage_fallback,https://aziyon.com/,fallback_not_checked,200,0,az-favicon@100px.png ; aziyon-symbol@800ppi-150x150.png ; aziyon-symbol@800ppi-scaled.png ; aziyon-wh-gold@180px-rem609rv3gnyiqzuk6azn0ol2oxlr5ju8vtaeceqi2.png ; aziyon-wh-gold@180px.png ; aziyon-wh-gold@800ppi-1024x181.png ; aziyon-wh-gold@800ppi-1536x272.png ; aziyon-wh-gold@800ppi-2048x362.png ; aziyon-wh-gold@800ppi-300x53.png ; aziyon-wh-gold@800ppi-768x136.png ; aziyon-wh_1@180px.png ; info@aziyon.com,,az-favicon@100px.png ; aziyon-symbol@800ppi-150x150.png ; aziyon-symbol@800ppi-scaled.png ; aziyon-wh-gold@180px-rem609rv3gnyiqzuk6azn0ol2oxlr5ju8vtaeceqi2.png ; aziyon-wh-gold@180px.png ; aziyon-wh-gold@800ppi-1024x181.png ; aziyon-wh-gold@800ppi-1536x272.png ; aziyon-wh-gold@800ppi-2048x362.png ; aziyon-wh-gold@800ppi-300x53.png ; aziyon-wh-gold@800ppi-768x136.png ; aziyon-wh_1@180px.png ; info@aziyon.com,showing_email_candidates,not_flagged,,info@aziyon.com,,,,az-favicon@100px.png ; aziyon-symbol@800ppi-150x150.png ; aziyon-symbol@800ppi-scaled.png ; aziyon-wh-gold@180px-rem609rv3gnyiqzuk6azn0ol2oxlr5ju8vtaeceqi2.png ; aziyon-wh-gold@180px.png ; aziyon-wh-gold@800ppi-1024x181.png ; aziyon-wh-gold@800ppi-1536x272.png ; aziyon-wh-gold@800ppi-2048x362.png ; aziyon-wh-gold@800ppi-300x53.png ; aziyon-wh-gold@800ppi-768x136.png ; aziyon-wh_1@180px.png,info@aziyon.com,,homepage_only_fallback,info@aziyon.com=unknown (rate_limited),,,,info@aziyon.com,valid=0; invalid=0; risky=0; unknown=1
32965,>30M,alleycatspaint.com,yes,,,0,0,https://lightspeed-commerce.typeform.com/to/g1vcP7FR,https://lightspeed-commerce.typeform.com/to/g1vcP7FR,homepage_fallback,https://alleycatspaint.com/,fallback_not_checked,200,0,example@email.com ; info@alleycatspaint.com ; john.doe@email.com,,example@email.com ; info@alleycatspaint.com ; john.doe@email.com,showing_email_candidates,not_flagged,,info@alleycatspaint.com,,,,example@email.com ; john.doe@email.com,info@alleycatspaint.com,,homepage_only_fallback,info@alleycatspaint.com=unknown (rate_limited),,,,info@alleycatspaint.com,valid=0; invalid=0; risky=0; unknown=1
33013,>30M,revphlo.com,no,,,0,0,,,homepage_fallback,https://www.revphlo.com/,fallback_not_checked,200,0,rodriguez_m@gmail.com ; support@revphlo.com,,rodriguez_m@gmail.com ; support@revphlo.com,showing_email_candidates,not_flagged,,support@revphlo.com,,,,rodriguez_m@gmail.com,support@revphlo.com,,homepage_only_fallback,support@revphlo.com=unknown (rate_limited),,,,support@revphlo.com,valid=0; invalid=0; risky=0; unknown=1
33015,>30M,switchgearbrokers.com,yes,,,0,0,,,homepage_fallback,https://switchgearbrokers.com/,fallback_not_checked,200,0,hello@switchgearbrokers.com,,hello@switchgearbrokers.com,showing_email_candidates,not_flagged,,hello@switchgearbrokers.com,,,,,hello@switchgearbrokers.com,,homepage_only_fallback,hello@switchgearbrokers.com=invalid (mailbox_not_found),,hello@switchgearbrokers.com,,,valid=0; invalid=1; risky=0; unknown=0
33039,>30M,logopedie-psychologie.cz,no,,,0,0,,,homepage_fallback,https://logopedie-psychologie.cz/,fallback_not_checked,200,0,info@logopedie-psychologie.cz,,info@logopedie-psychologie.cz,showing_email_candidates,not_flagged,,info@logopedie-psychologie.cz,,,,,info@logopedie-psychologie.cz,,homepage_only_fallback,info@logopedie-psychologie.cz=unknown (rate_limited),,,,info@logopedie-psychologie.cz,valid=0; invalid=0; risky=0; unknown=1
33051,>30M,moinkraft.de,yes,,,0,0,https://form.typeform.com/to/kvbTq39s,https://form.typeform.com/to/kvbTq39s,homepage_fallback,https://www.moinkraft.de/,fallback_not_checked,200,0,info@moinkraft.de,,info@moinkraft.de,showing_email_candidates,not_flagged,,info@moinkraft.de,,,,,info@moinkraft.de,,homepage_only_fallback,info@moinkraft.de=unknown (rate_limited),,,,info@moinkraft.de,valid=0; invalid=0; risky=0; unknown=1
33161,>30M,orgn.media,yes,,,0,0,https://form.typeform.com/to/t44AV0k5,https://form.typeform.com/to/t44AV0k5,homepage_fallback,https://www.orgn.media/,fallback_not_checked,200,0,hello@orgn.media,,hello@orgn.media,showing_email_candidates,not_flagged,,hello@orgn.media,,,,,hello@orgn.media,,homepage_only_fallback,hello@orgn.media=invalid (no_mx),,hello@orgn.media,,,valid=0; invalid=1; risky=0; unknown=0
33180,>30M,universal-trans.net,yes,,,0,0,https://form.typeform.com/to/HQAft9kz,https://form.typeform.com/to/HQAft9kz,homepage_fallback,https://universal-trans.net/,fallback_not_checked,200,0,info@universal-trans.net,,info@universal-trans.net,showing_email_candidates,not_flagged,,info@universal-trans.net,,,,,info@universal-trans.net,,homepage_only_fallback,info@universal-trans.net=unknown (rate_limited),,,,info@universal-trans.net,valid=0; invalid=0; risky=0; unknown=1
33190,>30M,duurzaamadviesloket.nl,no,,,0,0,https://duurzaamadviesloket.typeform.com/,https://duurzaamadviesloket.typeform.com/,homepage_fallback,https://duurzaamadviesloket.nl/,fallback_not_checked,200,0,info@duurzaamadviesloket.nl,,info@duurzaamadviesloket.nl,showing_email_candidates,not_flagged,,info@duurzaamadviesloket.nl,,,,,info@duurzaamadviesloket.nl,,homepage_only_fallback,info@duurzaamadviesloket.nl=unknown (rate_limited),,,,info@duurzaamadviesloket.nl,valid=0; invalid=0; risky=0; unknown=1
33210,>30M,calfairequity.org,no,,,0,0,,,homepage_fallback,https://calfairequity.org/,fallback_not_checked,200,0,support@calfairequity.org,,support@calfairequity.org,showing_email_candidates,not_flagged,,support@calfairequity.org,,,,,support@calfairequity.org,,homepage_only_fallback,support@calfairequity.org=unknown (rate_limited),,,,support@calfairequity.org,valid=0; invalid=0; risky=0; unknown=1
33290,>30M,archipelagoventures.vc,yes,,,0,0,https://form.typeform.com/to/vGwqVtck,https://form.typeform.com/to/vGwqVtck,homepage_fallback,https://www.archipelagoventures.vc/,fallback_not_checked,200,0,boosters-social-share@1.0.2 ; office@archipelagoventures.vc,,boosters-social-share@1.0.2 ; office@archipelagoventures.vc,showing_email_candidates,not_flagged,,office@archipelagoventures.vc,,,,boosters-social-share@1.0.2,office@archipelagoventures.vc,,homepage_only_fallback,office@archipelagoventures.vc=unknown (rate_limited),,,,office@archipelagoventures.vc,valid=0; invalid=0; risky=0; unknown=1
33302,>30M,causework.io,no,,,0,0,,,homepage_fallback,https://causework.io/,fallback_not_checked,200,0,info@causework.io,,info@causework.io,showing_email_candidates,not_flagged,,info@causework.io,,,,,info@causework.io,,homepage_only_fallback,info@causework.io=unknown (rate_limited),,,,info@causework.io,valid=0; invalid=0; risky=0; unknown=1
33309,>30M,dicofarm.es,no,,,0,0,,,homepage_fallback,https://dicofarm.es/,fallback_not_checked,200,0,info@dicofarm.es,,info@dicofarm.es,showing_email_candidates,not_flagged,,info@dicofarm.es,,,,,info@dicofarm.es,,homepage_only_fallback,info@dicofarm.es=unknown (rate_limited),,,,info@dicofarm.es,valid=0; invalid=0; risky=0; unknown=1
33322,>30M,korff-care.de,yes,,,0,0,https://form.typeform.com/to/ltZ3pEcV,https://form.typeform.com/to/ltZ3pEcV,homepage_fallback,https://korff-care.de/,fallback_not_checked,200,0,info@korff-care.de,,info@korff-care.de,showing_email_candidates,not_flagged,,info@korff-care.de,,,,,info@korff-care.de,,homepage_only_fallback,info@korff-care.de=unknown (rate_limited),,,,info@korff-care.de,valid=0; invalid=0; risky=0; unknown=1
33323,>30M,ovanta.io,no,,,0,0,,,homepage_fallback,https://ovanta.io/,fallback_not_checked,200,0,flags@2x.png ; support@ovanta.io,,flags@2x.png ; support@ovanta.io,showing_email_candidates,not_flagged,,support@ovanta.io,,,,flags@2x.png,support@ovanta.io,,homepage_only_fallback,support@ovanta.io=unknown (rate_limited),,,,support@ovanta.io,valid=0; invalid=0; risky=0; unknown=1
33324,>30M,ialink.es,yes,,,0,0,https://bilbolink.typeform.com/to/ttNOur ; https://form.typeform.com/to/DykU44rU,https://bilbolink.typeform.com/to/ttNOur ; https://form.typeform.com/to/DykU44rU,homepage_fallback,https://ialink.es/,fallback_not_checked,200,0,ajax-loader@2x.gif ; fancybox_loading@2x.gif ; fancybox_sprite@2x.png ; info@ialink.es,,ajax-loader@2x.gif ; fancybox_loading@2x.gif ; fancybox_sprite@2x.png ; info@ialink.es,showing_email_candidates,not_flagged,,info@ialink.es,,,,ajax-loader@2x.gif ; fancybox_loading@2x.gif ; fancybox_sprite@2x.png,info@ialink.es,,homepage_only_fallback,info@ialink.es=unknown (rate_limited),,,,info@ialink.es,valid=0; invalid=0; risky=0; unknown=1
33341,>30M,founderstable.ai,yes,,,0,0,https://kinso.typeform.com/to/I8fbujyD,https://kinso.typeform.com/to/I8fbujyD,homepage_fallback,https://www.founderstable.ai/,fallback_not_checked,200,0,info@founderstable.ai,,info@founderstable.ai,showing_email_candidates,not_flagged,,info@founderstable.ai,,,,,info@founderstable.ai,,homepage_only_fallback,info@founderstable.ai=unknown (rate_limited),,,,info@founderstable.ai,valid=0; invalid=0; risky=0; unknown=1
33345,>30M,liquorchat.ai,no,,,0,0,https://q3abu05x8g9.typeform.com/,https://q3abu05x8g9.typeform.com/,homepage_fallback,https://liquorchat.ai/,fallback_not_checked,200,0,hello@liquorchat.ai,,hello@liquorchat.ai,showing_email_candidates,not_flagged,,hello@liquorchat.ai,,,,,hello@liquorchat.ai,,homepage_only_fallback,hello@liquorchat.ai=invalid (mailbox_not_found),,hello@liquorchat.ai,,,valid=0; invalid=1; risky=0; unknown=0
33350,>30M,stemia.ai,yes,,,0,0,https://form.typeform.com/to/XPSK4Xc3,https://form.typeform.com/to/XPSK4Xc3,homepage_fallback,https://stemia.ai/,fallback_not_checked,200,0,info@stemia.ai,,info@stemia.ai,showing_email_candidates,not_flagged,,info@stemia.ai,,,,,info@stemia.ai,,homepage_only_fallback,info@stemia.ai=unknown (rate_limited),,,,info@stemia.ai,valid=0; invalid=0; risky=0; unknown=1
33366,>30M,legendflooring.com.au,no,,,0,0,,,homepage_fallback,https://legendflooring.com.au/,fallback_not_checked,200,0,bootstrap@5.3.0 ; info@legendflooring.com.au ; needhelp@company.com,,bootstrap@5.3.0 ; info@legendflooring.com.au ; needhelp@company.com,showing_email_candidates,not_flagged,,info@legendflooring.com.au,,,,bootstrap@5.3.0 ; needhelp@company.com,info@legendflooring.com.au,,homepage_only_fallback,info@legendflooring.com.au=unknown (rate_limited),,,,info@legendflooring.com.au,valid=0; invalid=0; risky=0; unknown=1
33376,>30M,rtec.bio,no,,,0,0,,,homepage_fallback,https://rtec.bio/,fallback_not_checked,200,0,info@rtec.bio,,info@rtec.bio,showing_email_candidates,not_flagged,,info@rtec.bio,,,,,info@rtec.bio,,homepage_only_fallback,info@rtec.bio=unknown (rate_limited),,,,info@rtec.bio,valid=0; invalid=0; risky=0; unknown=1
33386,>30M,raylawsonfamilydental.ca,yes,,,0,0,https://embed.typeform.com/ ; https://revupgroup.typeform.com/to/lqv1R9I0,https://embed.typeform.com/ ; https://revupgroup.typeform.com/to/lqv1R9I0,homepage_fallback,https://raylawsonfamilydental.ca/,fallback_not_checked,200,0,info@raylawsonfamilydental.ca,,info@raylawsonfamilydental.ca,showing_email_candidates,not_flagged,,info@raylawsonfamilydental.ca,,,,,info@raylawsonfamilydental.ca,,homepage_only_fallback,info@raylawsonfamilydental.ca=unknown (rate_limited),,,,info@raylawsonfamilydental.ca,valid=0; invalid=0; risky=0; unknown=1
33394,>30M,rossandco.club,no,,,0,0,,,homepage_fallback,https://www.rossandco.club/,fallback_not_checked,200,0,casework@ico.org.uk ; info@rossandco.club ; ninfo@rossandco.club ; nlegal@rossandco.club ; privacy@rossandco.club ; u003einfo@company.com,,casework@ico.org.uk ; info@rossandco.club ; ninfo@rossandco.club ; nlegal@rossandco.club ; privacy@rossandco.club ; u003einfo@company.com,showing_email_candidates,not_flagged,,info@rossandco.club,,privacy@rossandco.club,,casework@ico.org.uk ; ninfo@rossandco.club ; nlegal@rossandco.club ; u003einfo@company.com,info@rossandco.club,,homepage_only_fallback,info@rossandco.club=unknown (rate_limited),,,,info@rossandco.club,valid=0; invalid=0; risky=0; unknown=1
33434,>30M,timelessevent-hospitality.com,no,,,0,0,,,homepage_fallback,https://www.timelessevent-hospitality.com/,fallback_not_checked,200,0,contact@timelessevent-hospitality.com,,contact@timelessevent-hospitality.com,showing_email_candidates,not_flagged,,contact@timelessevent-hospitality.com,,,,,contact@timelessevent-hospitality.com,,homepage_only_fallback,contact@timelessevent-hospitality.com=invalid (disposable),,contact@timelessevent-hospitality.com,,,valid=0; invalid=1; risky=0; unknown=0
33441,>30M,tiagp.com,yes,,,0,0,https://edengate.typeform.com/to/b11LLBPf,https://edengate.typeform.com/to/b11LLBPf,homepage_fallback,https://www.tiagp.com/,fallback_not_checked,200,0,info@tiagp.com,,info@tiagp.com,showing_email_candidates,not_flagged,,info@tiagp.com,,,,,info@tiagp.com,,homepage_only_fallback,info@tiagp.com=unknown (rate_limited),,,,info@tiagp.com,valid=0; invalid=0; risky=0; unknown=1
33445,>30M,laggedreality.com,yes,,,0,0,https://form.typeform.com/to/IBiw50ay,https://form.typeform.com/to/IBiw50ay,homepage_fallback,https://laggedreality.com/,fallback_not_checked,200,0,hello@laggedreality.com,,hello@laggedreality.com,showing_email_candidates,not_flagged,,hello@laggedreality.com,,,,,hello@laggedreality.com,,homepage_only_fallback,hello@laggedreality.com=invalid (mailbox_not_found),,hello@laggedreality.com,,,valid=0; invalid=1; risky=0; unknown=0
33453,>30M,sakansdijital.com,no,,,0,0,,,homepage_fallback,https://sakansdijital.com/,fallback_not_checked,200,0,info@sakansdijital.com,,info@sakansdijital.com,showing_email_candidates,not_flagged,,info@sakansdijital.com,,,,,info@sakansdijital.com,,homepage_only_fallback,info@sakansdijital.com=unknown (rate_limited),,,,info@sakansdijital.com,valid=0; invalid=0; risky=0; unknown=1
33454,>30M,veniplatform.com,no,,,0,0,,,homepage_fallback,https://www.veniplatform.com/,fallback_not_checked,200,0,info@veniplatform.com,,info@veniplatform.com,showing_email_candidates,not_flagged,,info@veniplatform.com,,,,,info@veniplatform.com,,homepage_only_fallback,info@veniplatform.com=unknown (rate_limited),,,,info@veniplatform.com,valid=0; invalid=0; risky=0; unknown=1
33472,>30M,trademate-app.com,no,,,0,0,,,homepage_fallback,https://www.trademate-app.com/,fallback_not_checked,200,0,support@trademate-app.com,,support@trademate-app.com,showing_email_candidates,not_flagged,,support@trademate-app.com,,,,,support@trademate-app.com,,homepage_only_fallback,support@trademate-app.com=unknown (rate_limited),,,,support@trademate-app.com,valid=0; invalid=0; risky=0; unknown=1
33522,>30M,m-avenue.de,yes,,,0,0,https://lzn8gs4mbye.typeform.com/to/JecO41i8,https://lzn8gs4mbye.typeform.com/to/JecO41i8,homepage_fallback,https://m-avenue.de/,fallback_not_checked,200,0,info@m-avenue.de,,info@m-avenue.de,showing_email_candidates,not_flagged,,info@m-avenue.de,,,,,info@m-avenue.de,,homepage_only_fallback,info@m-avenue.de=unknown (rate_limited),,,,info@m-avenue.de,valid=0; invalid=0; risky=0; unknown=1
33534,>30M,ivasam.es,yes,,,0,0,https://form.typeform.com/to/W0rbfDHK,https://form.typeform.com/to/W0rbfDHK,homepage_fallback,https://ivasam.es/,fallback_not_checked,200,0,info@ivasam.es,,info@ivasam.es,showing_email_candidates,not_flagged,,info@ivasam.es,,,,,info@ivasam.es,,homepage_only_fallback,info@ivasam.es=unknown (rate_limited),,,,info@ivasam.es,valid=0; invalid=0; risky=0; unknown=1
33559,>30M,key-rent.fr,yes,,,0,0,https://form.typeform.com/to/HFYHTzlO,https://form.typeform.com/to/HFYHTzlO,homepage_fallback,https://www.key-rent.fr/,fallback_not_checked,200,0,contact@key-rent.fr,,contact@key-rent.fr,showing_email_candidates,not_flagged,,contact@key-rent.fr,,,,,contact@key-rent.fr,,homepage_only_fallback,contact@key-rent.fr=invalid (disposable),,contact@key-rent.fr,,,valid=0; invalid=1; risky=0; unknown=0
33672,>30M,reformathletics.net,yes,,,0,0,https://form.typeform.com/to/JlZuu7pA ; https://form.typeform.com/to/N7RDZUb0 ; https://form.typeform.com/to/uRORDhAA,https://form.typeform.com/to/JlZuu7pA ; https://form.typeform.com/to/N7RDZUb0 ; https://form.typeform.com/to/uRORDhAA,homepage_fallback,https://reformathletics.net/,fallback_not_checked,200,0,privacy@reformathletics.net ; support@reformathletics.net,,privacy@reformathletics.net ; support@reformathletics.net,showing_email_candidates,not_flagged,,support@reformathletics.net,,privacy@reformathletics.net,,,support@reformathletics.net,,homepage_only_fallback,support@reformathletics.net=unknown (rate_limited),,,,support@reformathletics.net,valid=0; invalid=0; risky=0; unknown=1
33684,>30M,tannay.nl,yes,,,0,0,https://form.typeform.com/to/KoteN6kH,https://form.typeform.com/to/KoteN6kH,homepage_fallback,https://tannay.nl/,fallback_not_checked,200,0,info@tannay.nl,,info@tannay.nl,showing_email_candidates,not_flagged,,info@tannay.nl,,,,,info@tannay.nl,,homepage_only_fallback,info@tannay.nl=unknown (rate_limited),,,,info@tannay.nl,valid=0; invalid=0; risky=0; unknown=1
33713,>30M,aevion.pro,no,,,0,0,,,homepage_fallback,https://aevion.pro/,fallback_not_checked,200,0,support@aevion.io ; support@aevion.pro,,support@aevion.io ; support@aevion.pro,showing_email_candidates,not_flagged,,support@aevion.pro,,,,support@aevion.io,support@aevion.pro,,homepage_only_fallback,support@aevion.pro=unknown (rate_limited),,,,support@aevion.pro,valid=0; invalid=0; risky=0; unknown=1
33731,>30M,three55.studio,no,,,0,0,,,homepage_fallback,https://three55.studio/,fallback_not_checked,200,0,hello@three55.studio ; three55studio@gmail.com,,hello@three55.studio ; three55studio@gmail.com,showing_email_candidates,not_flagged,,hello@three55.studio,,,,three55studio@gmail.com,hello@three55.studio,,homepage_only_fallback,hello@three55.studio=invalid (no_mx),,hello@three55.studio,,,valid=0; invalid=1; risky=0; unknown=0
33743,>30M,momentumproperty.co,no,,,0,0,https://momentumproperty.typeform.com/,https://momentumproperty.typeform.com/,homepage_fallback,https://momentumproperty.co/,fallback_not_checked,200,0,marketing@momentumproperty.co,,marketing@momentumproperty.co,showing_email_candidates,not_flagged,,marketing@momentumproperty.co,,,,,marketing@momentumproperty.co,,homepage_only_fallback,marketing@momentumproperty.co=unknown (rate_limited),,,,marketing@momentumproperty.co,valid=0; invalid=0; risky=0; unknown=1
33766,>30M,convergentpro.io,yes,,,0,0,https://tlhvim1br0d.typeform.com/to/V3SjhdEG,https://tlhvim1br0d.typeform.com/to/V3SjhdEG,homepage_fallback,https://convergentpro.io/,fallback_not_checked,200,0,aos@2.3.1 ; bootstrap@5.0.2 ; support@convergentpro.io,,aos@2.3.1 ; bootstrap@5.0.2 ; support@convergentpro.io,showing_email_candidates,not_flagged,,support@convergentpro.io,,,,aos@2.3.1 ; bootstrap@5.0.2,support@convergentpro.io,,homepage_only_fallback,support@convergentpro.io=unknown (rate_limited),,,,support@convergentpro.io,valid=0; invalid=0; risky=0; unknown=1
33771,>30M,loveya.io,yes,,,0,0,https://form.typeform.com/to/vs5QgvtJ,https://form.typeform.com/to/vs5QgvtJ,homepage_fallback,https://loveya.io/,fallback_not_checked,200,0,hello@loveya.io,,hello@loveya.io,showing_email_candidates,not_flagged,,hello@loveya.io,,,,,hello@loveya.io,,homepage_only_fallback,hello@loveya.io=invalid (disposable),,hello@loveya.io,,,valid=0; invalid=1; risky=0; unknown=0
33806,>30M,luniq.be,no,,,0,0,,,homepage_fallback,https://luniq.be/,fallback_not_checked,200,0,info@luniq.be,,info@luniq.be,showing_email_candidates,not_flagged,,info@luniq.be,,,,,info@luniq.be,,homepage_only_fallback,info@luniq.be=unknown (rate_limited),,,,info@luniq.be,valid=0; invalid=0; risky=0; unknown=1
33868,>30M,nexuspanthera.com,no,,,0,0,,,homepage_fallback,https://nexuspanthera.com/,fallback_not_checked,200,0,contact@nexuspanthera.com,,contact@nexuspanthera.com,showing_email_candidates,not_flagged,,contact@nexuspanthera.com,,,,,contact@nexuspanthera.com,,homepage_only_fallback,contact@nexuspanthera.com=invalid (disposable),,contact@nexuspanthera.com,,,valid=0; invalid=1; risky=0; unknown=0
33923,>30M,aisearchking.com,no,,,0,0,,,homepage_fallback,https://aisearchking.com/,fallback_not_checked,200,0,support@aisearchking.com,,support@aisearchking.com,showing_email_candidates,not_flagged,,support@aisearchking.com,,,,,support@aisearchking.com,,homepage_only_fallback,support@aisearchking.com=unknown (rate_limited),,,,support@aisearchking.com,valid=0; invalid=0; risky=0; unknown=1
33927,>30M,pilamreunion.com,no,,,0,0,https://gsmmarketing.typeform.com/,https://gsmmarketing.typeform.com/,homepage_fallback,https://pilamreunion.com/,fallback_not_checked,200,0,info@pilamreunion.com ; you@example.com,,info@pilamreunion.com ; you@example.com,showing_email_candidates,not_flagged,,info@pilamreunion.com,,,,you@example.com,info@pilamreunion.com,,homepage_only_fallback,info@pilamreunion.com=unknown (rate_limited),,,,info@pilamreunion.com,valid=0; invalid=0; risky=0; unknown=1
